"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.869394550E1,-1.741686738E-1,1.109965253E-1,2.355299395E-1,3.132559783E-1
5.870399350E1,-1.709994829E-1,1.036915988E-1,3.292350787E-1,3.852122893E-1
5.871404150E1,-1.680604165E-1,1.001973027E-1,3.866336864E-1,4.333236787E-1
5.872408954E1,-1.654268305E-1,1.059866309E-1,4.181624579E-1,4.620162805E-1
5.873413654E1,-1.399861800E-1,8.664287210E-2,4.151786238E-1,4.466278177E-1
5.874418454E1,-8.931212604E-2,8.268956959E-2,3.620455599E-1,3.819570764E-1
5.875423254E1,-3.255817384E-2,5.066086113E-2,2.672645330E-1,2.739651222E-1
5.876428054E1,1.193972200E-2,6.561160684E-3,1.543279016E-1,1.549280704E-1
5.877432854E1,7.511007976E-2,-3.364897192E-2,8.090558410E-2,1.154100989E-1
5.878437654E1,1.463996254E-1,-1.716450155E-2,1.805678666E-2,1.485042692E-1
5.879442454E1,1.869231687E-1,-6.800311804E-4,-9.839109778E-3,1.871831764E-1
5.880447254E1,2.164356010E-1,6.049529314E-3,-7.067821920E-2,2.277638620E-1
5.881452054E1,2.640924186E-1,-7.884385586E-3,-1.288843274E-1,2.939696225E-1
5.882456854E1,3.140647700E-1,2.464835286E-2,-1.622239816E-1,3.543456523E-1
5.883461654E1,3.811106623E-1,9.762920558E-2,-1.664661366E-1,4.271858768E-1
5.884466454E1,4.352877831E-1,1.562136286E-1,-1.849702352E-1,4.980884860E-1
5.885471254E1,4.713808912E-1,1.937018824E-1,-2.420495850E-1,5.641882358E-1
5.886476054E1,5.058674768E-1,2.252739233E-1,-3.529905617E-1,6.566982421E-1
5.887480854E1,4.973112461E-1,2.259001601E-1,-3.988163602E-1,6.763163809E-1
5.888485654E1,4.286199108E-1,2.180110967E-1,-3.405991423E-1,5.892806139E-1
5.889490454E1,3.288497106E-1,2.051717806E-1,-3.029424888E-1,4.919468907E-1
5.890495254E1,2.228300430E-1,1.713380367E-1,-2.701700145E-1,3.898740663E-1
5.891500054E1,1.160730779E-1,1.485473442E-1,-2.664944547E-1,3.264330977E-1
5.892504854E1,4.868070155E-2,1.207917809E-1,-2.518758309E-1,2.835522866E-1
5.893509654E1,-6.979528964E-3,1.224091208E-1,-1.895018274E-1,2.257069987E-1
5.894514454E1,-3.423223168E-2,1.136523306E-1,-9.172234833E-2,1.500056237E-1
5.895519254E1,-8.626309544E-2,1.100141931E-1,1.494665265E-2,1.405981747E-1
5.896524054E1,-9.824140906E-2,8.732933521E-2,8.908817768E-2,1.587907133E-1
5.897528854E1,-4.802552104E-2,8.160023332E-2,1.120969713E-1,1.467337034E-1
5.898533554E1,-1.684348941E-2,8.484017551E-2,1.011796349E-1,1.331122723E-1
5.899538354E1,4.599419832E-3,8.799884140E-2,6.625655472E-2,1.102491805E-1
5.900543154E1,9.521021247E-3,7.896372378E-2,4.561062098E-2,9.168559464E-2
5.901547954E1,1.281271130E-2,6.814637482E-2,3.514176607E-2,7.773697765E-2
5.902552754E1,2.122692771E-2,6.143377125E-2,4.184559882E-2,7.730294206E-2
5.903557554E1,3.834370136E-2,3.461434722E-2,3.201935291E-2,6.077525342E-2
5.904562354E1,5.361542266E-2,1.335153222E-2,3.582998335E-2,6.585335729E-2
5.905567154E1,7.065826558E-2,2.150722861E-2,4.455402911E-2,8.625666865E-2
5.906571954E1,7.841291606E-2,4.728292465E-2,6.699973583E-2,1.134602352E-1
5.907576754E1,6.886119694E-2,6.309204161E-2,1.021339005E-1,1.383972680E-1
5.908581554E1,5.497113615E-2,4.407280326E-2,1.450588953E-1,1.612647541E-1
5.909586354E1,4.723961871E-2,2.442206562E-2,1.818758887E-1,1.894910493E-1
5.910591154E1,5.381367981E-2,6.628988385E-3,2.046636575E-1,2.117240382E-1
5.911595954E1,7.586850017E-2,-2.921268940E-3,1.958840632E-1,2.100836247E-1
5.912600754E1,1.192539632E-1,-2.375255942E-2,1.887264866E-1,2.245069677E-1
5.913605554E1,1.398554581E-1,-2.285267293E-2,2.016365540E-1,2.464530254E-1
5.914610354E1,1.441423443E-1,-2.656390071E-2,2.279121870E-1,2.709734696E-1
5.915615154E1,1.309320223E-1,-4.823543608E-2,2.089560986E-1,2.512618214E-1
5.916619954E1,1.413678405E-1,-6.289265156E-2,1.612743938E-1,2.234944788E-1
5.917624754E1,1.440484965E-1,-3.333497643E-2,1.080273092E-1,1.831149626E-1
5.918629554E1,1.574283877E-1,6.538356543E-3,3.809811831E-2,1.621046390E-1
5.919634354E1,1.401621446E-1,2.970093191E-2,-3.087212920E-2,1.465628210E-1
5.920639154E1,4.817404032E-2,2.617915392E-2,-4.394650340E-2,7.026650284E-2
5.921643954E1,-7.079867184E-2,3.353962898E-3,-3.761104524E-2,8.023896638E-2
5.922648754E1,-1.427597702E-1,3.491080105E-2,-3.073881269E-2,1.501465638E-1
5.923653554E1,-1.786508569E-1,1.241556841E-1,-2.083830714E-2,2.185520478E-1
5.924658354E1,-2.277014679E-1,2.323554862E-1,-3.832440555E-2,3.275756256E-1
5.925663154E1,-2.758236873E-1,2.950545949E-1,-1.067608023E-1,4.177724133E-1
5.926667854E1,-2.851324546E-1,3.040446889E-1,-1.469416988E-1,4.419678183E-1
5.927672654E1,-2.854429418E-1,2.698700523E-1,-1.117917466E-1,4.084175716E-1
5.928677454E1,-2.676524958E-1,1.340158439E-1,-5.902764201E-2,3.050940305E-1
5.929682254E1,-2.403634673E-1,-4.005576611E-2,5.387039781E-3,2.437377299E-1
5.930687054E1,-2.260910717E-1,-1.617217058E-1,7.413918614E-2,2.876937638E-1
5.931691854E1,-2.300677630E-1,-2.065564013E-1,1.413207704E-1,3.399533536E-1
5.932696654E1,-2.244436187E-1,-2.458368266E-1,1.585262024E-1,3.687021021E-1
5.933701454E1,-1.638857603E-1,-2.625423217E-1,1.137125570E-1,3.297234579E-1
5.934706254E1,-9.172410250E-2,-2.104161483E-1,4.307292938E-2,2.335455923E-1
5.935711054E1,-4.657365739E-2,-1.129354620E-1,-4.998199940E-3,1.222640836E-1
5.936715854E1,-3.492541909E-2,1.403273284E-2,-3.305957258E-2,5.009628558E-2
5.937720654E1,-5.182628430E-2,1.660977620E-1,-3.254384816E-2,1.770128027E-1
5.938725454E1,-9.987541348E-2,2.707155597E-1,-1.401928425E-2,2.888919397E-1
5.939730254E1,-1.344467837E-1,3.295215923E-1,2.176333666E-2,3.565586350E-1
5.940735054E1,-1.342979720E-1,3.474590957E-1,4.502239108E-2,3.752209805E-1
5.941739854E1,-9.407059014E-2,3.279434288E-1,4.298054338E-2,3.438655195E-1
5.942744654E1,-2.804324627E-2,2.813083756E-1,1.855906248E-2,2.833112505E-1
5.943749454E1,7.132872194E-2,2.263141429E-1,6.034326553E-3,2.373653112E-1
5.944754254E1,1.490051812E-1,1.692850792E-1,-2.202996969E-2,2.265950168E-1
5.945759054E1,2.137849485E-1,1.351753467E-1,-7.684469283E-2,2.643510647E-1
5.946763854E1,2.693180752E-1,9.666324556E-2,-1.068181050E-1,3.054277594E-1
5.947768654E1,2.852923760E-1,6.012925744E-2,-1.107731616E-1,3.118941499E-1
5.948773454E1,2.736061308E-1,3.022308826E-2,-1.438993925E-1,3.106135622E-1
5.949778254E1,2.441644498E-1,-3.354606092E-2,-1.797597814E-1,3.050494972E-1
5.950783054E1,2.235589349E-1,-9.586276174E-2,-1.995444202E-1,3.146207910E-1
5.951787854E1,2.428593513E-1,-1.339842689E-1,-1.764461643E-1,3.287334752E-1
5.952792654E1,2.937120742E-1,-1.582110375E-1,-9.156798184E-2,3.459511674E-1
5.953797454E1,3.266563835E-1,-1.298146194E-1,2.227262914E-2,3.522105880E-1
5.954802254E1,3.015914896E-1,-9.841565609E-2,1.071993434E-1,3.348652971E-1
5.955806954E1,2.202461949E-1,-8.337369382E-2,1.443969905E-1,2.762427376E-1
5.956811754E1,1.276294418E-1,-6.456437051E-2,1.393455809E-1,1.996873138E-1
5.957816554E1,4.353807539E-2,-3.609954000E-2,1.437035108E-1,1.544326384E-1
5.958821354E1,-9.633068517E-3,-6.122619510E-3,1.419253725E-1,1.423836150E-1
5.959826154E1,-1.662217230E-2,-1.322640181E-3,1.324312484E-1,1.334768952E-1
5.960830954E1,3.268206172E-2,9.881794453E-4,1.218542200E-1,1.261647518E-1
5.961835754E1,9.988615774E-2,-6.327856779E-3,1.252771801E-1,1.603485520E-1
5.962840554E1,1.858873710E-1,-2.342394590E-2,1.279019952E-1,2.268517496E-1
5.963845354E1,2.410994124E-1,-3.614748716E-2,9.872438908E-2,2.630248515E-1
5.964850154E1,2.581735745E-1,-5.203554153E-2,8.863267958E-2,2.778795495E-1
5.965854954E1,2.075510126E-1,-5.962756634E-2,8.301409006E-2,2.313529958E-1
5.966859754E1,1.157531621E-1,-7.872574210E-2,7.264346838E-2,1.577136979E-1
5.967864554E1,-5.820610821E-3,-7.865732968E-2,9.961199641E-2,1.270566994E-1
5.968869354E1,-1.059177069E-1,-7.633598506E-2,1.319126004E-1,1.855981611E-1
5.969874154E1,-1.889876378E-1,-5.664548635E-2,1.559388095E-1,2.514795234E-1
5.970878954E1,-2.144668069E-1,-4.985102177E-2,1.814718461E-1,2.853299258E-1
5.971883754E1,-2.109052679E-1,-3.086043477E-2,2.107862771E-1,2.997736697E-1
5.972888575E1,-1.942439193E-1,-3.009620368E-2,2.100068432E-1,2.876444956E-1
5.973893375E1,-1.907551780E-1,-2.881917179E-2,1.994204593E-1,2.774645963E-1
5.974898175E1,-2.125410265E-1,-3.961547077E-2,1.849719894E-1,2.845306843E-1
5.975902975E1,-2.164250395E-1,-4.166316569E-2,1.932867301E-1,2.931473641E-1
5.976907775E1,-1.939503890E-1,-3.083996952E-2,2.126737583E-1,2.894788154E-1
5.977912575E1,-1.618346301E-1,-4.519897699E-4,2.497152847E-1,2.975707903E-1
5.978917375E1,-1.209069711E-1,4.209410548E-2,2.887817019E-1,3.158880826E-1
5.979922175E1,-7.599509239E-2,6.921349168E-2,2.667932475E-1,2.859097732E-1
5.980926975E1,-3.145626605E-2,1.026864624E-1,1.394063920E-1,1.759776928E-1
5.981931775E1,6.454448998E-3,1.413564384E-1,4.076620281E-2,1.472589076E-1
5.982936575E1,2.153354108E-2,1.683237970E-1,5.788392663E-2,1.792962436E-1
5.983941375E1,2.306872755E-2,1.784511745E-1,3.296309352E-2,1.829304606E-1
5.984946075E1,3.149427295E-2,1.901415128E-1,-3.326247096E-2,1.955813797E-1
5.985950875E1,2.661477149E-2,1.897380549E-1,-9.445709109E-2,2.136141793E-1
5.986955675E1,-1.742060959E-2,1.717941195E-1,-1.453068173E-1,2.256784621E-1
5.987960475E1,-6.412875295E-2,1.489426160E-1,-1.880979109E-1,2.483489962E-1
5.988965275E1,-1.015605810E-1,1.256268436E-1,-1.938281822E-1,2.523212628E-1
5.989970075E1,-1.167648766E-1,1.124203223E-1,-1.917611915E-1,2.510870762E-1
5.990974875E1,-1.401065961E-1,9.103880882E-2,-1.839323545E-1,2.484935291E-1
5.991979675E1,-1.596477715E-1,7.501568377E-2,-2.160657281E-1,2.789250125E-1
5.992984475E1,-1.815552420E-1,7.052736104E-2,-2.045665938E-1,2.824604501E-1
5.993989275E1,-2.179900467E-1,8.756497800E-2,-1.575848007E-1,2.828785168E-1
5.994994075E1,-2.603162867E-1,6.076192617E-2,-1.250871456E-1,2.951328087E-1
5.995998875E1,-2.779029572E-1,-1.273441708E-1,-7.093725085E-2,3.138131371E-1
5.997003675E1,-2.357078411E-1,-2.841115308E-1,-2.720300138E-2,3.701588194E-1
5.998008475E1,-1.417959297E-1,-3.354617786E-1,-2.421858251E-2,3.650030553E-1
5.999013275E1,-1.928660229E-2,-2.487464011E-1,-1.062772375E-1,2.711855385E-1
6.000018075E1,1.121468919E-1,-9.885945976E-2,-1.921108550E-1,2.434269885E-1
6.001022875E1,2.343979186E-1,4.557553768E-2,-2.153634775E-1,3.215601675E-1
6.002027675E1,3.220713624E-1,1.540975213E-1,-1.783985496E-1,3.991266103E-1
6.003032475E1,3.679766100E-1,2.271520489E-1,-8.160374165E-2,4.400727320E-1
6.004037275E1,3.718351876E-1,2.793963361E-1,5.872358680E-3,4.651432080E-1
6.005042075E1,3.652225714E-1,3.113268113E-1,7.663653195E-2,4.859887531E-1
6.006046875E1,3.342346673E-1,3.069320440E-1,1.617602974E-1,4.817535535E-1
6.007051675E1,2.848567584E-1,2.658647096E-1,2.024920017E-1,4.391246149E-1
6.008056475E1,2.054988592E-1,1.700118881E-1,2.051823056E-1,3.365020086E-1
6.009061275E1,1.205841317E-1,4.205142081E-2,1.859373647E-1,2.255694093E-1
6.010066075E1,2.099464707E-2,-1.061304724E-1,1.764140046E-1,2.069452908E-1
6.011070875E1,-6.550080210E-2,-2.329331911E-1,1.875395018E-1,3.061360666E-1
6.012075675E1,-1.468818379E-1,-3.234726477E-1,2.059190547E-1,4.106232887E-1
6.013080475E1,-2.147761977E-1,-3.692411435E-1,2.310579890E-1,4.856497003E-1
6.014085275E1,-2.480447352E-1,-3.675536370E-1,2.020166230E-1,4.872705437E-1
6.015090075E1,-2.146507019E-1,-2.700039536E-1,2.042034817E-1,4.008442599E-1
6.016094875E1,-1.429234922E-1,-1.230452979E-1,1.841071862E-1,2.635578228E-1
6.017099675E1,-6.503828734E-2,-1.274693012E-3,1.409857249E-1,1.552693733E-1
6.018104475E1,1.853041112E-2,9.267836809E-2,1.022888517E-1,1.392683210E-1
6.019109175E1,9.968413644E-2,1.622210580E-1,4.994691610E-2,1.968433213E-1
6.020113975E1,1.983048105E-1,1.548062038E-1,-9.781807065E-3,2.517646567E-1
6.021118775E1,2.808964393E-1,1.230400354E-1,-3.469386935E-2,3.086184124E-1
6.022123575E1,3.807206165E-1,9.282981098E-2,-1.374329567E-2,3.921153399E-1
6.023128375E1,4.403845087E-1,7.021336555E-2,2.187151015E-2,4.464826930E-1
6.024133175E1,4.648393187E-1,4.872367859E-2,3.627612591E-2,4.687915809E-1
6.025137975E1,4.635330507E-1,5.581752062E-2,5.375871599E-2,4.699664714E-1
6.026142775E1,4.306714064E-1,7.704291344E-2,5.379087567E-2,4.408025965E-1
6.027147575E1,3.797502711E-1,9.029504299E-2,5.327398181E-2,3.939563178E-1
6.028152375E1,3.204367002E-1,8.384030163E-2,3.179832816E-2,3.327461626E-1
6.029157175E1,2.627256319E-1,8.452618003E-2,1.355384588E-3,2.759914307E-1
6.030161975E1,2.015373706E-1,7.051215827E-2,-2.248780668E-2,2.146974095E-1
6.031166775E1,1.246760863E-1,3.336830556E-2,-3.543061852E-2,1.338390789E-1
6.032171575E1,5.114676476E-2,2.090379596E-2,-5.956675529E-2,8.124751422E-2
6.033176375E1,-1.722823620E-2,-2.668084502E-3,-7.094309807E-2,7.305377445E-2
6.034181175E1,-4.467301995E-2,-1.641196489E-2,-1.001721597E-1,1.109030787E-1
6.035185975E1,-4.559359096E-2,-3.944999456E-2,-1.228710508E-1,1.368662586E-1
6.036190775E1,-4.303031780E-2,-4.847634137E-2,-1.487262690E-1,1.622376868E-1
6.037195575E1,-2.210919946E-2,-3.996396482E-2,-1.145083630E-1,1.232805759E-1
6.038200375E1,-2.407664135E-3,-1.794744372E-2,-2.985295951E-2,3.491570957E-2
6.039205175E1,-2.394800261E-3,1.138686776E-2,5.131224096E-2,5.261503490E-2
6.040209975E1,-1.206836075E-2,4.940137088E-2,1.272120237E-1,1.370001451E-1
6.041214775E1,-9.369870722E-3,7.409065425E-2,1.643412584E-1,1.805139018E-1
6.042219575E1,1.766853154E-2,8.725332141E-2,1.672303677E-1,1.894500329E-1
6.043224375E1,5.714717746E-2,9.307247043E-2,1.240299690E-1,1.652625724E-1
6.044229175E1,1.113605145E-1,8.706270218E-2,7.463619947E-2,1.598488053E-1
6.045233975E1,1.663673186E-1,9.065640092E-2,5.621805489E-2,1.976287870E-1
6.046238775E1,2.086169235E-1,7.493382275E-2,6.102972865E-2,2.299146066E-1
6.047243575E1,2.192591849E-1,6.117240071E-2,8.006300032E-2,2.413021691E-1
6.048248375E1,2.151971242E-1,4.599770665E-2,9.919684410E-2,2.413826944E-1
6.049253175E1,1.945143530E-1,2.758599401E-2,1.210338557E-1,2.307509801E-1
6.050257975E1,1.573471114E-1,4.953410268E-2,1.299496901E-1,2.099968161E-1
6.051262775E1,1.257478809E-1,8.783278048E-2,1.248251903E-1,1.977585776E-1
6.052267575E1,1.109895086E-1,1.181336367E-1,1.177635080E-1,2.003558608E-1
6.053272375E1,8.095908612E-2,1.163864887E-1,1.052884734E-1,1.765951613E-1
6.054277075E1,3.193310648E-2,1.112269056E-1,9.714681029E-2,1.510915304E-1
6.055281875E1,-3.899829715E-2,1.080390036E-1,8.555412054E-2,1.432229068E-1
6.056286675E1,-1.064409596E-1,1.091792107E-1,8.476240754E-2,1.744547037E-1
6.057291475E1,-1.781880498E-1,9.967923939E-2,5.963926077E-2,2.127058374E-1
6.058296275E1,-2.357731837E-1,7.194297194E-2,4.851025522E-2,2.512330198E-1
6.059301075E1,-2.563255620E-1,2.689660728E-2,4.023235202E-2,2.608541036E-1
6.060305875E1,-2.679910496E-1,-3.801391840E-2,4.129479110E-2,2.738056253E-1
6.061310675E1,-2.541579992E-1,-9.261638761E-2,3.985462189E-2,2.734272749E-1
6.062315475E1,-2.326414150E-1,-1.164677650E-1,5.401248515E-2,2.657143519E-1
6.063320275E1,-1.955042866E-1,-1.314886773E-1,7.428770542E-2,2.470422261E-1
6.064325075E1,-1.472706412E-1,-1.300572789E-1,6.819373727E-2,2.079757759E-1
6.065329875E1,-7.375272173E-2,-1.276020330E-1,5.022699773E-2,1.557064356E-1
6.066334675E1,8.308893442E-3,-1.224787027E-1,2.957755566E-2,1.262731251E-1
6.067339475E1,9.454066973E-2,-1.325908774E-1,-2.107570410E-2,1.642025101E-1
6.068344275E1,1.916940216E-1,-1.348087263E-1,-9.329875767E-2,2.522392689E-1
6.069349075E1,2.506692579E-1,-1.189914232E-1,-1.466347200E-1,3.138403683E-1
6.070353875E1,2.563173394E-1,-5.113740921E-2,-1.198509640E-1,2.875375917E-1
6.071358675E1,2.215024326E-1,4.228355527E-2,-5.792368770E-2,2.328226370E-1
6.072363442E1,1.214773670E-1,1.391836131E-1,1.071794629E-2,1.850505423E-1
6.073368242E1,3.683833569E-2,2.147319782E-1,6.652377248E-2,2.277988098E-1
6.074373042E1,-5.491880357E-2,2.994417608E-1,9.464478672E-2,3.188088436E-1
6.075377842E1,-1.491379130E-1,3.882557040E-1,7.216692030E-2,4.221287401E-1
6.076382642E1,-2.556867537E-1,4.334540963E-1,1.797843397E-2,5.035686584E-1
6.077387442E1,-3.370127891E-1,4.287318850E-1,-1.010457337E-1,5.546159838E-1
6.078392242E1,-3.858665317E-1,4.140039182E-1,-1.784944439E-1,5.934243769E-1
6.079397042E1,-4.178599011E-1,3.813179827E-1,-1.490426034E-1,5.849991440E-1
6.080401842E1,-4.436791223E-1,3.424269819E-1,-1.118648368E-1,5.715077806E-1
6.081406642E1,-4.104307212E-1,2.910211855E-1,-4.283260882E-2,5.049567702E-1
6.082411442E1,-3.808990297E-1,2.140232956E-1,3.004416347E-2,4.379414272E-1
6.083416242E1,-3.872002816E-1,9.859458089E-2,4.642104506E-2,4.022435368E-1
6.084421042E1,-3.641815478E-1,-2.141367316E-2,5.953108728E-2,3.696358958E-1
6.085425842E1,-3.074235025E-1,-1.444145322E-1,1.114350665E-1,3.574668391E-1
6.086430642E1,-2.421112731E-1,-2.077533263E-1,2.131637549E-1,3.836901088E-1
6.087435442E1,-1.738526317E-1,-2.425536150E-1,2.817270362E-1,4.103987289E-1
6.088440242E1,-1.050940900E-1,-2.467682880E-1,2.525751579E-1,3.684203660E-1
6.089445042E1,-3.609519113E-2,-2.129462385E-1,1.961302310E-1,2.917465181E-1
6.090449842E1,6.020201873E-2,-1.423574817E-1,1.397724277E-1,2.083897003E-1
6.091454642E1,1.456810391E-1,-7.774340987E-2,1.079103649E-1,1.972603604E-1
6.092459442E1,2.175263625E-1,-2.109792352E-2,8.509745300E-2,2.345302055E-1
6.093464142E1,2.979942825E-1,9.899336100E-4,3.188369751E-2,2.996967510E-1
6.094468942E1,3.903870142E-1,1.771706343E-2,-2.002437472E-2,3.913015343E-1
6.095473742E1,4.503823338E-1,5.215950251E-2,-6.325284004E-2,4.577835537E-1
6.096478542E1,4.655520943E-1,8.316436350E-2,-9.163931787E-2,4.817186196E-1
6.097483342E1,4.173724991E-1,1.415523201E-1,-1.340637910E-1,4.606625255E-1
6.098488142E1,3.385245502E-1,1.949982101E-1,-2.209259337E-1,4.488111420E-1
6.099492942E1,2.441802738E-1,1.997864950E-1,-2.685386413E-1,4.143086429E-1
6.100497742E1,1.496799499E-1,1.687307632E-1,-2.376694357E-1,3.276597603E-1
6.101502542E1,7.650730848E-2,1.373206902E-1,-1.099089432E-1,1.918080186E-1
6.102507342E1,3.633752167E-2,1.041108441E-1,4.967209697E-2,1.209413104E-1
6.103512142E1,1.522234887E-2,8.923318863E-2,1.947005868E-1,2.147151610E-1
6.104516942E1,1.196515739E-2,7.497826159E-2,2.516711783E-1,2.628750401E-1
6.105521742E1,-1.342725366E-2,7.739491582E-2,2.447083139E-1,2.570066595E-1
6.106526542E1,-5.230893541E-2,6.424160421E-2,2.071183187E-1,2.230721999E-1
6.107531342E1,-9.156041700E-2,5.701912344E-2,1.511136872E-1,1.856605420E-1
6.108536142E1,-1.282557517E-1,5.583740115E-2,1.154129273E-1,1.813491026E-1
6.109540942E1,-1.427945976E-1,4.526797414E-2,1.127156067E-1,1.874681162E-1
6.110545742E1,-1.551035348E-1,3.611942053E-2,1.065473789E-1,1.916091412E-1
6.111550542E1,-1.437649065E-1,3.074056685E-2,1.443572295E-1,2.060396576E-1
6.112555342E1,-1.424788114E-1,-3.754497170E-3,1.265945578E-1,1.906318179E-1
6.113560142E1,-1.341234326E-1,-2.578739047E-2,8.805965245E-2,1.625071909E-1
6.114564942E1,-1.379071659E-1,-4.266011596E-2,1.115409011E-1,1.824270937E-1
6.115569742E1,-1.574067530E-1,-4.875759244E-2,1.482865584E-1,2.216824127E-1
6.116574542E1,-1.859823883E-1,-6.815982342E-2,1.677092546E-1,2.595411419E-1
6.117579342E1,-2.038193196E-1,-6.845452309E-2,1.678408170E-1,2.727615747E-1
6.118584142E1,-1.984448148E-1,-3.317885578E-2,1.472896081E-1,2.493499742E-1
6.119588942E1,-1.940129908E-1,1.906133831E-2,1.606259376E-1,2.525966489E-1
6.120593742E1,-1.726548662E-1,9.107564628E-2,2.116370469E-1,2.879144244E-1
6.121598542E1,-1.385588746E-1,1.539150882E-1,2.722258955E-1,3.420458365E-1
6.122603342E1,-1.102056894E-1,2.084620088E-1,2.650776744E-1,3.547786304E-1
6.123608142E1,-6.654544372E-2,2.448164874E-1,2.378664869E-1,3.477698581E-1
6.124612942E1,-5.465947956E-2,2.265328288E-1,1.353782451E-1,2.695033404E-1
6.125617742E1,-7.019001324E-2,1.652054769E-1,-1.049867570E-2,1.798046433E-1
6.126622542E1,-8.639407307E-2,5.416977525E-2,-7.567875803E-2,1.269865144E-1
6.127627342E1,-6.246872842E-2,-4.527265191E-2,-6.756808519E-2,1.025543816E-1
6.128632142E1,-1.069368035E-2,-8.055709004E-2,-4.430025995E-2,9.255437638E-2
6.129636942E1,3.687747549E-2,-7.102320492E-2,-1.068344772E-2,8.073648426E-2
6.130641742E1,6.590276163E-2,-2.922496855E-2,3.559960306E-2,8.040276435E-2
6.131646542E1,7.588892888E-2,-4.037502408E-3,1.252298176E-1,1.464852831E-1
6.132651342E1,7.800503623E-2,1.129272759E-2,1.820817107E-1,1.984088222E-1
6.133656142E1,8.616924763E-2,9.357883930E-3,1.553833240E-1,1.779232605E-1
6.134660942E1,8.398176771E-2,1.425609648E-2,8.739540875E-2,1.220415137E-1
6.135665742E1,8.744803369E-2,3.259939671E-2,5.052345157E-2,1.061249189E-1
6.136670542E1,8.173062623E-2,5.105613291E-2,6.485322297E-2,1.161574987E-1
6.137675242E1,2.721586525E-2,5.669928074E-2,5.711326361E-2,8.495549798E-2
6.138680042E1,-5.887678385E-2,2.901856184E-2,5.368094802E-2,8.479502808E-2
6.139684842E1,-1.240787932E-1,4.095974565E-3,6.200972199E-2,1.387715012E-1
6.140689642E1,-1.948154846E-1,-1.984428048E-2,-7.183889151E-3,1.959552928E-1
6.141694442E1,-2.925367838E-1,-6.890651286E-2,-1.231283283E-1,3.247867957E-1
6.142699242E1,-4.046822870E-1,-1.031261730E-1,-1.765829891E-1,4.534140635E-1
6.143704042E1,-4.928828573E-1,-1.918734580E-1,-1.731822485E-1,5.565438223E-1
6.144708842E1,-5.370196876E-1,-2.458339030E-1,-8.952321053E-2,5.973599065E-1
6.145713642E1,-5.118521020E-1,-3.007661551E-1,6.904567659E-2,5.976789772E-1
6.146718442E1,-4.390650845E-1,-3.009988743E-1,2.322876585E-1,5.808063593E-1
6.147723242E1,-3.282586302E-1,-2.336260861E-1,2.608752805E-1,4.799904045E-1
6.148728042E1,-2.099600655E-1,-1.446373111E-1,1.785464841E-1,3.112587796E-1
6.149732842E1,-1.308247259E-1,-9.469097972E-2,1.116385496E-1,1.963279305E-1
6.150737642E1,-7.621553242E-3,-5.733136475E-2,5.958663583E-2,8.303939202E-2
6.151742442E1,1.106942242E-1,-5.842654824E-2,7.511508644E-2,1.459765359E-1
6.152747242E1,2.646373791E-1,-5.476560652E-2,1.523176289E-1,3.102142391E-1
6.153752042E1,3.551402540E-1,-5.105905652E-2,1.690383267E-1,3.966176789E-1
6.154756842E1,3.578259167E-1,1.106293201E-2,-3.535928249E-2,3.597388692E-1
6.155761642E1,3.023314548E-1,3.399220347E-2,-1.701574838E-1,3.485876471E-1
6.156766442E1,2.705342960E-1,1.992146373E-2,-1.364886314E-1,3.036689259E-1
6.157771242E1,2.916088672E-1,-2.095759034E-2,-1.228751439E-1,3.171328634E-1
6.158776042E1,3.592576075E-1,-4.773432970E-2,-1.144405353E-1,3.800542473E-1
6.159780842E1,4.565836349E-1,-6.539525986E-2,-7.786970973E-2,4.677700796E-1
6.160785642E1,5.364814514E-1,-3.608316779E-2,-2.468226671E-2,5.382597486E-1
6.161790442E1,5.782358336E-1,-3.507686198E-2,4.021539509E-2,5.806929856E-1
6.162795242E1,5.094968435E-1,-6.084378719E-2,1.475650120E-1,5.339142560E-1
6.163800042E1,3.689724639E-1,-1.741300821E-3,2.583568847E-1,4.504353351E-1
6.164804842E1,2.279972640E-1,7.031627655E-2,3.345075130E-1,4.108800402E-1
6.165809642E1,2.143989792E-1,1.641675961E-1,3.656608933E-1,4.545611189E-1
6.166814442E1,3.107868209E-1,2.821515441E-1,3.344712603E-1,5.367205659E-1
6.167819242E1,3.681930301E-1,4.468313563E-1,3.156777245E-1,6.594518891E-1
6.168824042E1,3.952662233E-1,5.899179858E-1,2.866854751E-1,7.657853347E-1
6.169828842E1,4.462802562E-1,5.920855486E-1,1.478977185E-1,7.560456991E-1
6.170833642E1,4.890891838E-1,4.857235265E-1,-6.563616514E-2,6.924187173E-1
6.171838442E1,5.184375286E-1,3.205309135E-1,-2.394966906E-1,6.548864042E-1
6.172843200E1,4.964885429E-1,1.651282936E-1,-3.751211035E-1,6.438043716E-1
6.173848000E1,4.502426219E-1,4.644735754E-2,-4.776379967E-1,6.580378648E-1
6.174852800E1,4.084712827E-1,-2.907937288E-2,-5.192602319E-1,6.613059709E-1
6.175857600E1,3.425231686E-1,-4.993463695E-2,-4.610582167E-1,5.765329723E-1
6.176862400E1,2.666192928E-1,-3.730406642E-2,-3.550306553E-1,4.455605535E-1
