"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.290025046E1,-8.700000122E-3,1.556999981E-1,-9.659999609E-2,1.834386510E-1
9.291017703E1,-8.700000122E-3,1.359999925E-1,-9.679999948E-2,1.671583915E-1
9.292010359E1,-8.599999361E-3,1.359999925E-1,-1.162999943E-1,1.791525792E-1
9.293003015E1,-8.399999700E-3,1.555999964E-1,-1.261000037E-1,2.004573018E-1
9.293995671E1,1.129999943E-2,1.752000004E-1,-9.669999778E-2,2.004335793E-1
9.294988171E1,1.599999960E-3,1.850000024E-1,-1.358999908E-1,2.295568957E-1
9.295980828E1,1.999999862E-3,1.554999948E-1,-1.261999905E-1,2.002765238E-1
9.296973484E1,1.239999942E-2,1.553999931E-1,-9.690000117E-2,1.835552452E-1
9.297966140E1,1.310000010E-2,1.650999933E-1,-5.779999867E-2,1.754151010E-1
9.298958796E1,-5.799999926E-3,1.551000029E-1,-9.739999473E-2,1.832386691E-1
9.299951453E1,-1.489999983E-2,1.450999975E-1,-1.076999977E-1,1.813154952E-1
9.300943952E1,-4.299999680E-3,1.447999924E-1,-1.377999932E-1,1.999359045E-1
9.301936609E1,-3.299999982E-3,1.543999910E-1,-1.090999991E-1,1.890847879E-1
9.302929265E1,-2.239999920E-2,1.639000028E-1,-1.100999936E-1,1.987133098E-1
9.303921921E1,-4.149999842E-2,1.440999955E-1,-1.402999908E-1,2.053561442E-1
9.304914578E1,-4.109999910E-2,1.437999904E-1,-1.316999942E-1,1.992800433E-1
9.305907234E1,-2.109999955E-2,1.336999983E-1,-1.228000000E-1,1.827586920E-1
9.306899890E1,-3.070000000E-2,1.432999969E-1,-1.239999980E-1,1.919723381E-1
9.307892390E1,-1.109999977E-2,1.625999957E-1,-8.590000123E-2,1.842302332E-1
9.308885046E1,-1.139999926E-2,1.428999901E-1,-1.063999981E-1,1.785254232E-1
9.309877702E1,-3.139999881E-2,1.525000036E-1,-1.075999960E-1,1.892616447E-1
9.310870359E1,-3.189999983E-2,1.719999909E-1,-6.939999759E-2,1.881966167E-1
9.311863015E1,-3.099999856E-3,1.524000019E-1,-8.949999511E-2,1.767643055E-1
9.312855671E1,5.699999630E-3,1.817999929E-1,-5.049999803E-2,1.887696406E-1
9.313848328E1,2.449999936E-2,1.720999926E-1,-9.979999810E-2,2.004462448E-1
9.314840828E1,1.409999933E-2,2.014999986E-1,-1.196999997E-1,2.347959738E-1
9.315833484E1,3.799999831E-3,1.328999996E-1,-6.119999662E-2,1.463635524E-1
9.316826140E1,-6.199999712E-3,1.916999966E-1,-7.129999995E-2,2.046240912E-1
9.317818796E1,-6.499999668E-3,1.525000036E-1,-9.129999578E-2,1.778600301E-1
9.318811452E1,3.199999919E-3,1.720999926E-1,-1.010999978E-1,1.996242896E-1
9.319804109E1,3.099999856E-3,1.720999926E-1,-1.106999964E-1,2.046521602E-1
9.320796609E1,2.899999963E-3,1.525999904E-1,-1.203999966E-1,1.943999132E-1
9.321789265E1,-6.799999624E-3,1.525999904E-1,-1.004000008E-1,1.827926618E-1
9.322781921E1,-2.649999969E-2,1.526999921E-1,-1.099999994E-1,1.900514073E-1
9.323774578E1,-7.100000046E-3,1.526999921E-1,-1.099999994E-1,1.883286952E-1
9.324767234E1,-3.669999912E-2,1.428999901E-1,-1.002999991E-1,1.784023176E-1
9.325759890E1,-1.750000007E-2,1.331000030E-1,-1.102999970E-1,1.737467990E-1
9.326752546E1,-2.779999934E-2,1.331000030E-1,-1.105999947E-1,1.752735279E-1
9.327745046E1,9.999999311E-4,1.625999957E-1,-1.008000001E-1,1.913123066E-1
9.328737703E1,1.999999949E-4,1.234999970E-1,-1.105999947E-1,1.657849452E-1
9.329730359E1,-1.999999955E-2,1.727000028E-1,-8.100000024E-2,1.917975260E-1
9.330723015E1,-2.060000040E-2,1.825999916E-1,-9.049999714E-2,2.048349736E-1
9.331715671E1,-1.139999926E-2,1.631999910E-1,-1.096000001E-1,1.969171325E-1
9.332708328E1,-2.399999881E-3,1.633999944E-1,-9.929999709E-2,1.912218805E-1
9.333700984E1,6.599999964E-3,1.733999997E-1,-9.869999439E-2,1.996316829E-1
9.334693484E1,5.799999926E-3,1.834999919E-1,-1.075999960E-1,2.127995446E-1
9.335686140E1,-2.389999852E-2,2.131000012E-1,-1.070000008E-1,2.396493701E-1
9.336678796E1,1.469999924E-2,1.840000004E-1,-1.158000007E-1,2.179030295E-1
9.337671453E1,-1.509999949E-2,1.644999981E-1,-1.153999940E-1,2.015078608E-1
9.338664109E1,-3.509999812E-2,1.647000015E-1,-1.147999987E-1,2.038066242E-1
9.339656765E1,-6.000000052E-3,1.550000012E-1,-1.240999997E-1,1.986499693E-1
9.340649421E1,3.299999982E-3,1.551999897E-1,-1.037999988E-1,1.867414430E-1
9.341641921E1,-6.899999920E-3,1.455999911E-1,-1.520999968E-1,2.106688786E-1
9.342634578E1,1.209999993E-2,1.556999981E-1,-1.119999960E-1,1.921793395E-1
9.343627234E1,-8.200000040E-3,1.559000015E-1,-1.407999992E-1,2.102300889E-1
9.344619890E1,1.049999986E-2,1.659999937E-1,-1.105000004E-1,1.996910063E-1
9.345612390E1,9.999999747E-5,1.662999988E-1,-1.194999963E-1,2.047826865E-1
9.346605046E1,9.300000034E-3,1.565999985E-1,-9.950000048E-2,1.857694798E-1
9.347597859E1,-1.079999935E-2,1.469999999E-1,-1.087999940E-1,1.832022889E-1
9.348590359E1,-1.119999960E-2,1.862999946E-1,-1.085999981E-1,2.159330627E-1
9.349583015E1,-3.139999881E-2,1.668999940E-1,-7.880000025E-2,1.872191442E-1
9.350575671E1,-2.190000005E-2,1.767999977E-1,-9.799999744E-2,2.033269502E-1
9.351568328E1,-3.219999745E-2,1.867999882E-1,-9.749999642E-2,2.131603263E-1
9.352560984E1,-1.329999976E-2,1.379999965E-1,-9.679999948E-2,1.690891154E-1
9.353553640E1,-4.100000020E-3,1.774999946E-1,-9.600000083E-2,2.018391891E-1
9.354546140E1,-1.449999958E-2,1.677999943E-1,-1.052000001E-1,1.985802813E-1
9.355538796E1,-1.519999932E-2,1.582999974E-1,-1.045999974E-1,1.903446575E-1
9.356531452E1,-1.569999941E-2,1.683000028E-1,-1.039999947E-1,1.984625401E-1
9.357524109E1,-2.630000003E-2,1.587999910E-1,-1.030999944E-1,1.911510816E-1
9.358516765E1,-3.639999777E-2,1.589999944E-1,-1.118999943E-1,1.978068927E-1
9.359509421E1,-1.740000024E-2,1.691000015E-1,-1.009999961E-1,1.977335826E-1
9.360501921E1,-3.749999776E-2,1.890999973E-1,-1.193000004E-1,2.267102752E-1
9.361494578E1,1.199999941E-3,1.696999967E-1,-1.377999932E-1,2.186055054E-1
9.362487234E1,-1.869999990E-2,1.601999998E-1,-1.466999948E-1,2.180243528E-1
9.363479890E1,-9.300000034E-3,1.506000012E-1,-1.068999991E-1,1.849174415E-1
9.364472546E1,-1.939999871E-2,1.703999937E-1,-9.629999846E-2,1.966880970E-1
9.365465202E1,-9.699999355E-3,1.607999951E-1,-7.580000162E-2,1.780347400E-1
9.366457859E1,-2.969999984E-2,1.609999985E-1,-8.469999582E-2,1.843289960E-1
9.367450359E1,-3.009999916E-2,1.612999886E-1,-1.326999962E-1,2.110283992E-1
9.368443015E1,-4.059999809E-2,1.517999917E-1,-1.119999960E-1,1.929652726E-1
9.369435671E1,-2.199999988E-3,1.913999915E-1,-1.107999980E-1,2.211683438E-1
9.370428328E1,2.649999969E-2,1.720999926E-1,-1.096000001E-1,2.057494045E-1
9.371420984E1,1.609999873E-2,2.017999887E-1,-1.181999967E-1,2.344220225E-1
9.372413640E1,2.559999935E-2,1.334999949E-1,-1.072999984E-1,1.731788043E-1
9.373406296E1,-1.389999967E-2,1.533999890E-1,-7.669999450E-2,1.720687530E-1
9.374398796E1,-4.349999875E-2,1.535999924E-1,-7.559999824E-2,1.766368231E-1
9.375391452E1,-1.469999924E-2,1.638000011E-1,-7.409999520E-2,1.803810956E-1
9.376384109E1,4.199999850E-3,1.741999984E-1,-1.404999942E-1,2.238381732E-1
9.377376765E1,3.299999982E-2,1.844999939E-1,-1.676999927E-1,2.515005672E-1
9.378369421E1,2.290000021E-2,2.242999971E-1,-1.947999895E-1,2.979629752E-1
9.379362078E1,2.290000021E-2,1.854999959E-1,-1.436000019E-1,2.357023951E-1
9.380354734E1,-6.099999882E-3,1.660999954E-1,-1.324999928E-1,2.125621475E-1
9.381347234E1,-6.099999882E-3,1.074999943E-1,-1.118999943E-1,1.552902686E-1
9.382339890E1,-2.549999952E-2,1.468999982E-1,-1.010999978E-1,1.801418025E-1
9.383332390E1,3.899999894E-3,1.469999999E-1,-1.004000008E-1,1.780572103E-1
9.384325203E1,-6.000000052E-3,1.374000013E-1,-9.939999878E-2,1.696912494E-1
9.385317859E1,-3.539999947E-2,1.473999918E-1,-1.083999947E-1,1.863611450E-1
9.386310359E1,-4.519999772E-2,1.475999951E-1,-1.074999943E-1,1.881091363E-1
9.387303015E1,-2.599999867E-2,1.380999982E-1,-9.659999609E-2,1.705261525E-1
9.388295671E1,-5.599999800E-2,1.580999941E-1,-1.441999972E-1,2.211905221E-1
9.389288328E1,-7.599999662E-3,1.780999899E-1,-1.035999954E-1,2.061803226E-1
9.390280984E1,1.300000004E-3,2.078999877E-1,-8.269999921E-2,2.237484855E-1
9.391273640E1,-9.200000204E-3,1.983999908E-1,-8.159999549E-2,2.147225084E-1
9.392266296E1,-1.009999961E-2,1.693999916E-1,-8.009999990E-2,1.876549417E-1
9.393258953E1,8.899999782E-3,1.500999928E-1,-7.880000025E-2,1.697605898E-1
9.394251452E1,-1.199999941E-3,1.798999906E-1,-5.779999867E-2,1.889610713E-1
9.395244109E1,-1.139999926E-2,1.704999954E-1,-7.589999586E-2,1.869786559E-1
9.396236765E1,-2.149999887E-2,1.609999985E-1,-1.233999953E-1,2.039872748E-1
9.397229421E1,-2.180000022E-2,1.711999923E-1,-1.120999977E-1,2.057937969E-1
9.398222078E1,-3.170000017E-2,1.420999914E-1,-1.596999913E-1,2.161050319E-1
9.399214734E1,-1.219999976E-2,1.620000005E-1,-1.486999989E-1,2.202374396E-1
9.400207234E1,-2.219999954E-2,1.524000019E-1,-1.476999968E-1,2.133867138E-1
9.401199890E1,-2.699999837E-3,1.623999923E-1,-1.270000041E-1,2.061796511E-1
9.402192546E1,-2.259999886E-2,1.527999938E-1,-1.363999993E-1,2.060668771E-1
9.403185202E1,-1.310000010E-2,1.430999935E-1,-1.456999928E-1,2.046404311E-1
9.404177702E1,-3.319999948E-2,1.529999971E-1,-1.257999986E-1,2.008404311E-1
9.405170359E1,-3.329999745E-2,1.530999988E-1,-1.354999989E-1,2.071442714E-1
9.406163015E1,-4.349999875E-2,1.727999896E-1,-6.650000066E-2,1.901955214E-1
9.407155671E1,-3.429999948E-2,1.533000022E-1,-1.054999977E-1,1.892290415E-1
9.408148328E1,-2.529999986E-2,1.829999983E-1,-1.049999967E-1,2.124949145E-1
9.409140984E1,1.289999951E-2,1.832999885E-1,-8.469999582E-2,2.023348340E-1
9.410133640E1,-7.400000002E-3,1.639000028E-1,-1.034999937E-1,1.939851015E-1
9.411126140E1,1.599999960E-3,1.837999970E-1,-1.123999953E-1,2.154501284E-1
9.412118796E1,-2.840000018E-2,1.644999981E-1,-1.212999970E-1,2.063504268E-1
9.413111452E1,-9.200000204E-3,1.550000012E-1,-1.300999969E-1,2.025725785E-1
9.414104109E1,-1.960000023E-2,1.649999917E-1,-1.096000001E-1,1.990510419E-1
9.415096765E1,9.300000034E-3,1.652999967E-1,-1.186999977E-1,2.037161466E-1
9.416089421E1,-1.049999986E-2,1.753000021E-1,-1.471000016E-1,2.290824114E-1
9.417081921E1,8.700000122E-3,1.559000015E-1,-1.070999950E-1,1.893433638E-1
9.418074578E1,8.799999952E-3,1.462000012E-1,-1.163999960E-1,1.870851128E-1
9.419067234E1,-4.999999702E-2,1.365000010E-1,-1.451999992E-1,2.054635971E-1
9.420059890E1,-4.019999877E-2,1.855999976E-1,-1.349999905E-1,2.329987048E-1
9.421052546E1,-1.099999994E-2,1.464999914E-1,-1.349000037E-1,1.994523965E-1
9.422045202E1,-1.109999977E-2,1.562999934E-1,-1.054999977E-1,1.888998344E-1
9.423037859E1,-2.159999870E-2,1.661999971E-1,-1.349000037E-1,2.151441609E-1
9.424030359E1,-2.219999954E-2,1.564999968E-1,-1.053999960E-1,1.899848629E-1
9.425023015E1,-4.230000079E-2,1.662999988E-1,-6.629999727E-2,1.839583358E-1
9.426015671E1,-1.319999993E-2,1.565999985E-1,-7.629999518E-2,1.746982793E-1
9.427008328E1,-3.999999724E-3,1.762999892E-1,-6.650000066E-2,1.884673348E-1
9.428000984E1,-4.799999762E-3,1.665999889E-1,-8.590000123E-2,1.875030840E-1
9.428993484E1,-1.519999932E-2,1.568999887E-1,-1.052999943E-1,1.895698690E-1
9.429986140E1,-6.199999712E-3,1.767999977E-1,-1.046999991E-1,2.055693776E-1
9.430978796E1,-6.799999624E-3,1.770000011E-1,-8.439999819E-2,1.962106013E-1
9.431971453E1,2.199999988E-3,1.477999985E-1,-1.621000022E-1,2.193765946E-1
9.432964109E1,1.500000013E-3,1.774999946E-1,-1.121999994E-1,2.099936617E-1
9.433956765E1,8.999999845E-4,1.777999997E-1,-1.213999987E-1,2.152942395E-1
9.434949421E1,1.989999972E-2,1.682000011E-1,-1.402999908E-1,2.199348489E-1
9.435941921E1,9.599999525E-3,1.879999936E-1,-1.199999973E-1,2.232401329E-1
9.436934578E1,1.889999956E-2,1.489999890E-1,-8.989999443E-2,1.750434681E-1
9.437927234E1,1.850000024E-2,1.393999904E-1,-1.384999901E-1,1.973749087E-1
9.438919890E1,-1.399999950E-3,1.492999941E-1,-1.087999940E-1,1.847427588E-1
9.439912546E1,-1.899999916E-3,1.395999938E-1,-9.879999608E-2,1.710356907E-1
9.440905203E1,-1.179999951E-2,1.886999905E-1,-1.180999950E-1,2.229227113E-1
9.441897859E1,-2.399999881E-3,1.594000012E-1,-1.275999993E-1,2.041956909E-1
9.442890359E1,-1.279999968E-2,1.693999916E-1,-1.173999980E-1,2.065017111E-1
9.443883015E1,-3.299999982E-3,1.597999930E-1,-1.166999936E-1,1.979035530E-1
9.444875671E1,-3.309999779E-2,1.696999967E-1,-1.063999981E-1,2.030139363E-1
9.445868328E1,-3.339999914E-2,1.699000001E-1,-9.579999745E-2,1.978868603E-1
9.446860984E1,-2.359999903E-2,1.798999906E-1,-9.529999644E-2,2.049464708E-1
9.447853640E1,-1.389999967E-2,1.701999903E-1,-1.046999991E-1,2.003081039E-1
9.448846140E1,-2.379999869E-2,1.507000029E-1,-9.429999441E-2,1.793583557E-1
9.449838796E1,-4.360000044E-2,1.507999897E-1,-8.410000056E-2,1.780853925E-1
9.450831452E1,-3.399999812E-2,1.215000004E-1,-8.349999785E-2,1.512960660E-1
9.451824109E1,-3.439999744E-2,1.215999946E-1,-9.299999475E-2,1.569041667E-1
9.452816765E1,-3.469999880E-2,1.708000004E-1,-7.299999893E-2,1.889595986E-1
9.453809421E1,-5.799999926E-3,1.611000001E-1,-9.229999781E-2,1.857582828E-1
9.454801921E1,-6.099999882E-3,1.317999959E-1,-1.017999947E-1,1.666483959E-1
9.455794578E1,-6.399999838E-3,1.416999996E-1,-1.014999971E-1,1.744193203E-1
9.456787234E1,2.899999963E-3,1.516999900E-1,-9.149999917E-2,1.771822418E-1
9.457779890E1,-2.689999901E-2,1.614999920E-1,-9.149999917E-2,1.875582768E-1
9.458772546E1,-2.730000019E-2,1.224999949E-1,-6.159999967E-2,1.398073629E-1
9.459765202E1,-8.100000210E-3,1.617999971E-1,-9.079999477E-2,1.857134570E-1
9.460757859E1,-8.399999700E-3,2.011999935E-1,-1.295000017E-1,2.394206503E-1
9.461750359E1,-1.860000007E-2,1.424999982E-1,-1.290999949E-1,1.931813091E-1
9.462743015E1,-2.879999951E-2,1.622999907E-1,-1.087999940E-1,1.975048496E-1
9.463735671E1,-9.599999525E-3,1.722999960E-1,-9.820000082E-2,1.985514764E-1
9.464728328E1,9.599999525E-3,2.018999904E-1,-1.272999942E-1,2.388745584E-1
9.465720828E1,-1.960000023E-2,1.626999974E-1,-1.169999987E-1,2.013565218E-1
9.466713484E1,-1.989999972E-2,1.727000028E-1,-1.164999977E-1,2.092690861E-1
9.467706140E1,-2.999999933E-2,1.630000025E-1,-1.354999989E-1,2.140776740E-1
9.468698796E1,-4.010000080E-2,1.338000000E-1,-1.251000017E-1,1.875112276E-1
9.469691453E1,-4.079999775E-2,1.633999944E-1,-1.050999984E-1,1.985200434E-1
9.470684109E1,-1.219999976E-2,1.537999958E-1,-1.144999936E-1,1.921289339E-1
9.471676765E1,4.539999738E-2,1.638000011E-1,-1.338000000E-1,2.163193013E-1
9.472669421E1,2.539999969E-2,1.737999916E-1,-1.237000003E-1,2.148331612E-1
9.473662078E1,1.529999916E-2,2.032999992E-1,-8.429999650E-2,2.206161125E-1
9.474654734E1,-3.350000083E-2,1.345999986E-1,-7.429999858E-2,1.573527866E-1
9.475647234E1,-5.279999971E-2,1.640999913E-1,-7.400000095E-2,1.875970343E-1
9.476641921E1,-4.299999774E-2,1.739999950E-1,-6.350000203E-2,1.901505938E-1
9.477632546E1,-3.339999914E-2,1.938999891E-1,-1.013999954E-1,2.213475204E-1
9.478625203E1,-1.420000009E-2,1.942999959E-1,-1.096999943E-1,2.235804490E-1
9.479617859E1,-3.439999744E-2,1.948999912E-1,-7.819999754E-2,2.128017998E-1
9.480610515E1,-1.529999916E-2,1.463000029E-1,-1.155999973E-1,1.870859167E-1
9.481603171E1,-2.529999986E-2,1.563999951E-1,-1.240999997E-1,2.012507351E-1
9.482595671E1,-4.519999772E-2,1.370999962E-1,-4.459999874E-2,1.510913917E-1
9.483588328E1,-2.589999884E-2,1.667999923E-1,-6.309999526E-2,1.802072606E-1
9.484580984E1,-4.569999874E-2,1.474999934E-1,-1.206999943E-1,1.959929248E-1
9.485573640E1,-2.649999969E-2,1.476999968E-1,-1.196999997E-1,1.919521528E-1
9.486566140E1,-2.699999884E-2,1.381999999E-1,-1.186999977E-1,1.841682094E-1
9.487558796E1,-2.749999985E-2,1.678999960E-1,-1.570999920E-1,2.315751847E-1
9.488551452E1,-2.809999883E-2,1.682000011E-1,-1.264999956E-1,2.123278107E-1
9.489544109E1,-2.859999985E-2,1.193999946E-1,-1.357000023E-1,1.829994790E-1
9.490536609E1,-1.999999949E-4,1.884000003E-1,-1.151999980E-1,2.208294357E-1
9.491529421E1,-2.070000023E-2,1.886999905E-1,-1.241999939E-1,2.268519670E-1
9.492522078E1,3.709999844E-2,1.889999956E-1,-1.037999988E-1,2.187963619E-1
9.493514578E1,1.669999957E-2,1.990999877E-1,-1.127999946E-1,2.294417876E-1
9.494507390E1,1.620000042E-2,1.699000001E-1,-1.121999994E-1,2.042481087E-1
9.495499890E1,2.539999969E-2,1.603000015E-1,-8.199999481E-2,1.818385262E-1
9.496492546E1,5.599999800E-3,1.800999939E-1,-8.109999448E-2,1.975970064E-1
9.497485046E1,1.539999992E-2,1.802999973E-1,-9.999999404E-2,2.067492390E-1
9.498477859E1,-2.369999886E-2,1.902999878E-1,-1.087999940E-1,2.204840448E-1
9.499470515E1,-3.329999745E-2,1.511999965E-1,-1.277000010E-1,2.006928475E-1
9.500463171E1,-1.349999942E-2,1.513999999E-1,-1.562999934E-1,2.180227004E-1
9.501455828E1,-4.299999774E-2,1.418000013E-1,-1.652999967E-1,2.219917320E-1
9.502448328E1,-3.309999779E-2,1.516999900E-1,-1.254999936E-1,1.996465507E-1
9.503440984E1,-2.349999920E-2,1.027999967E-1,-1.445000023E-1,1.788863884E-1
9.504433640E1,-1.379999984E-2,1.714999974E-1,-1.541000009E-1,2.309751055E-1
9.505426296E1,5.599999800E-3,1.323999912E-1,-1.439999938E-1,1.956964892E-1
9.506418952E1,-5.350000039E-2,1.519999951E-1,-1.735000014E-1,2.367878778E-1
9.507411609E1,-2.459999919E-2,1.617999971E-1,-1.345999986E-1,2.118998788E-1
9.508404109E1,-3.489999846E-2,1.717000008E-1,-1.250000000E-1,2.152298775E-1
9.509396765E1,-6.099999882E-3,1.717000008E-1,-1.152999997E-1,2.069110683E-1
9.510389265E1,-1.609999873E-2,1.913999915E-1,-9.569999576E-2,2.145964955E-1
9.511381921E1,3.000000026E-3,2.208999991E-1,-1.247999966E-1,2.537338148E-1
9.512374734E1,2.899999963E-3,1.817999929E-1,-1.048999950E-1,2.099134497E-1
9.513367390E1,-6.999999750E-3,1.916999966E-1,-9.470000118E-2,2.139298458E-1
9.514359890E1,-6.699999794E-3,1.818999946E-1,-1.237999946E-1,2.201339063E-1
9.515352546E1,-1.640000008E-2,1.819999963E-1,-8.419999480E-2,2.012028772E-1
9.516347234E1,-2.609999850E-2,1.721999943E-1,-8.410000056E-2,1.934085263E-1
9.517337859E1,3.199999919E-3,1.428000033E-1,-6.430000067E-2,1.566415367E-1
9.518330515E1,3.299999982E-3,1.428000033E-1,-1.228999943E-1,1.884333822E-1
9.519323015E1,-1.599999890E-2,1.624999940E-1,-1.225999966E-1,2.041886559E-1
9.520315828E1,-4.509999976E-2,1.624999940E-1,-1.421999931E-1,2.205926021E-1
9.521308484E1,-4.479999840E-2,1.230999976E-1,-1.523000002E-1,2.008878775E-1
9.522300984E1,-2.499999851E-2,1.720999926E-1,-1.230999976E-1,2.130657570E-1
9.523293640E1,-3.489999846E-2,1.621999890E-1,-1.235999987E-1,2.068908069E-1
9.524286296E1,-1.549999975E-2,1.914999932E-1,-1.338000000E-1,2.341259007E-1
9.525278953E1,-5.599999800E-3,1.620000005E-1,-1.440999955E-1,2.168874567E-1
9.526271609E1,-1.559999958E-2,1.618999988E-1,-9.559999406E-2,1.886645925E-1
9.527264265E1,3.499999875E-3,1.519999951E-1,-1.061000004E-1,1.854008053E-1
9.528256765E1,-6.599999964E-3,1.617999971E-1,-8.689999580E-2,1.837781498E-1
9.529249421E1,-6.999999750E-3,1.814000010E-1,-1.165999994E-1,2.157556957E-1
9.530242078E1,-1.730000041E-2,1.715999991E-1,-1.168999970E-1,2.083541672E-1
9.531234734E1,-1.759999990E-2,1.715999991E-1,-1.072999984E-1,2.031492292E-1
9.532227390E1,3.079999983E-2,1.911999881E-1,-1.074999943E-1,2.215001676E-1
9.533220046E1,1.099999994E-2,1.518999934E-1,-9.809999913E-2,1.811579913E-1
9.534212703E1,9.999999311E-4,1.911999881E-1,-1.471000016E-1,2.412402245E-1
9.535205202E1,1.069999952E-2,1.911999881E-1,-1.080999970E-1,2.199034670E-1
9.536197859E1,1.079999935E-2,1.517999917E-1,-1.380999982E-1,2.055030097E-1
9.537190515E1,1.059999969E-2,1.516999900E-1,-1.877999902E-1,2.416486774E-1
9.538183015E1,9.999999311E-4,1.515000015E-1,-1.788999885E-1,2.344321999E-1
9.539175671E1,1.099999994E-3,1.609999985E-1,-1.405999959E-1,2.137535224E-1
9.540168328E1,1.300000004E-3,1.607999951E-1,-1.123999953E-1,1.961940044E-1
9.541160984E1,-1.779999956E-2,1.409000009E-1,-1.133999974E-1,1.817394004E-1
9.542153640E1,-7.699999958E-3,1.406999975E-1,-1.140000001E-1,1.812505981E-1
9.543146140E1,-7.299999706E-3,1.502999961E-1,-1.539999992E-1,2.153122815E-1
9.544138796E1,1.249999925E-2,1.696999967E-1,-1.643999964E-1,2.366045175E-1
9.545131452E1,3.199999919E-3,1.694999933E-1,-1.358000040E-1,2.172144766E-1
9.546124109E1,-2.549999952E-2,1.789999902E-1,-1.366000026E-1,2.266071649E-1
9.547116765E1,-5.200000014E-3,1.688999981E-1,-1.374000013E-1,2.177912067E-1
9.548109421E1,-4.699999932E-3,1.686999947E-1,-1.384000033E-1,2.182575065E-1
9.549102078E1,-3.359999880E-2,1.586000025E-1,-1.391000003E-1,2.136158486E-1
9.550094578E1,-1.359999925E-2,1.680999994E-1,-1.204999983E-1,2.072747437E-1
9.551087234E1,-4.239999875E-2,1.677999943E-1,-1.313000023E-1,2.172424650E-1
9.552079890E1,-2.249999903E-2,1.480000019E-1,-1.419000030E-1,2.062664814E-1
9.553072546E1,-1.209999993E-2,1.574999988E-1,-1.134999990E-1,1.945119775E-1
9.554065202E1,7.999999449E-3,1.669999957E-1,-1.635999978E-1,2.339186992E-1
9.555057859E1,-3.059999831E-2,1.666999906E-1,-1.843999922E-1,2.504567905E-1
9.556050515E1,-3.019999899E-2,1.563999951E-1,-1.175999939E-1,1.979968610E-1
9.557043015E1,-2.979999967E-2,1.657999903E-1,-1.392000020E-1,2.185276122E-1
9.558035671E1,-1.960000023E-2,1.750999987E-1,-1.309999973E-1,2.195567554E-1
9.559028328E1,-2.919999883E-2,1.648000032E-1,-1.331999898E-1,2.139016556E-1
9.560020984E1,-1.909999922E-2,1.643999964E-1,-1.155999973E-1,2.018799846E-1
9.561013640E1,5.999999703E-4,1.736999899E-1,-1.274999976E-1,2.154722625E-1
9.562006296E1,-8.799999952E-3,1.928000003E-1,-9.039999545E-2,2.131230614E-1
9.562998952E1,-2.799999900E-2,1.922999918E-1,-1.217999980E-1,2.293436860E-1
9.563991453E1,-7.799999788E-3,1.525999904E-1,-9.449999779E-2,1.796603647E-1
9.564984109E1,-7.499999832E-3,1.912999898E-1,-1.356000006E-1,2.346045530E-1
9.565976765E1,1.249999925E-2,1.908999979E-1,-8.839999884E-2,2.107453890E-1
9.566969421E1,-6.300000008E-3,1.806999892E-1,-1.191999987E-1,2.165659617E-1
9.567962078E1,-2.520000003E-2,1.704999954E-1,-8.150000125E-2,1.906503045E-1
9.568954734E1,-2.429999970E-2,1.307999939E-1,-1.317999959E-1,1.872708394E-1
9.569947234E1,6.000000052E-3,1.500999928E-1,-1.328999996E-1,2.005702314E-1
9.570939890E1,-2.209999971E-2,1.692000031E-1,-1.537999958E-1,2.297204600E-1
9.571932546E1,8.399999700E-3,1.589999944E-1,-1.061000004E-1,1.913341797E-1
9.572925203E1,-5.889999866E-2,1.486999989E-1,-1.271999925E-1,2.043544411E-1
9.573917859E1,-5.799999833E-2,1.482999921E-1,-7.939999551E-2,1.779360749E-1
9.574910359E1,-5.709999800E-2,1.576000005E-1,-1.202999949E-1,2.063256133E-1
9.575903171E1,-4.699999839E-2,1.473999918E-1,-1.216999963E-1,1.968416788E-1
9.576895671E1,-7.299999706E-3,1.666999906E-1,-1.133999974E-1,2.017467132E-1
9.577888796E1,2.229999937E-2,1.661999971E-1,-1.544999927E-1,2.280131065E-1
9.578880984E1,3.299999982E-3,1.462000012E-1,-1.171000004E-1,1.873439096E-1
9.579873640E1,-1.559999958E-2,1.850000024E-1,-6.969999522E-2,1.983089766E-1
9.580866296E1,-3.429999948E-2,1.844999939E-1,-5.150000006E-2,1.945995574E-1
9.581858953E1,-2.359999903E-2,1.744000018E-1,-6.229999661E-2,1.866912160E-1
9.582851452E1,-3.280000016E-2,1.841000021E-1,-1.017999947E-1,2.129128688E-1
9.583844109E1,-1.260000002E-2,1.740999967E-1,-1.215999946E-1,2.127348762E-1
9.584836765E1,-1.200000010E-2,2.132999897E-1,-1.999000013E-1,2.925763082E-1
9.585829421E1,-1.500000013E-3,1.640999913E-1,-1.705999970E-1,2.367180098E-1
9.586822078E1,9.300000034E-3,1.246999949E-1,-1.219999939E-1,1.747013945E-1
9.587814734E1,-1.879999973E-2,1.340999901E-1,-7.389999926E-2,1.542642448E-1
9.588807234E1,-4.690000042E-2,1.140000001E-1,-9.489999712E-2,1.555686971E-1
9.589800046E1,-3.629999980E-2,1.626999974E-1,-7.649999857E-2,1.834154544E-1
9.590792546E1,-5.799999926E-3,1.524000019E-1,-1.072999984E-1,1.864743688E-1
